,dayl (s),prcp (mm/day),srad (W/m2),swe (kg/m2),tmax (degrees C),tmin (degrees C),vp (Pa)
1980-01-01,32214.619140625,0.0,204.83999633789065,18.799999237060547,1.809999942779541,-6.460000038146973,376.8900146484375
1980-01-02,32260.240234375,0.0,165.4600067138672,18.43000030517578,1.0299999713897705,-5.130000114440918,417.2200012207031
1980-01-03,32309.58984375,0.3700000047683716,109.16999816894533,18.799999237060547,-2.6700000762939453,-6.46999979019165,376.4500122070313
1980-01-04,32362.630859375,0.0,221.94000244140625,18.799999237060547,-5.0,-13.979999542236328,207.4499969482422
1980-01-05,32419.310546875,0.0,249.22999572753903,18.799999237060547,-0.8500000238418579,-12.31999969482422,237.4900054931641
1980-01-06,32479.599609375,0.0,243.3300018310547,18.799999237060547,-1.0399999618530271,-11.720000267028809,249.2100067138672
1980-01-07,32543.44921875,0.0,262.79998779296875,18.799999237060547,4.559999942779541,-9.050000190734863,308.07000732421875
1980-01-08,32610.8203125,0.0,148.58999633789062,18.76000022888184,-0.7200000286102295,-5.909999847412109,393.010009765625
1980-01-09,32681.66015625,0.2599999904632568,172.5,19.020000457763672,-2.0,-8.119999885559082,331.5299987792969
1980-01-10,32755.91015625,0.0,274.6400146484375,19.020000457763672,1.2999999523162842,-13.25,220.2700042724609
1980-01-11,32833.53125,1.5199999809265137,282.1000061035156,20.540000915527344,9.649999618530272,-8.970000267028809,310.0899963378906
1980-01-12,32914.4609375,0.0,190.97999572753903,20.540000915527344,-0.800000011920929,-7.559999942779541,346.1300048828125
1980-01-13,32998.6484375,1.2100000381469729,267.57000732421875,21.75,1.3600000143051147,-10.8100004196167,268.0199890136719
1980-01-14,33086.03125,9.899999618530272,186.19000244140625,31.65999984741211,3.920000076293945,-6.300000190734863,381.510009765625
1980-01-15,33176.55859375,0.0,168.3000030517578,29.700000762939453,4.360000133514404,-1.350000023841858,553.3200073242188
1980-01-16,33270.1796875,0.0,266.1700134277344,29.020000457763672,7.260000228881836,-4.369999885559082,441.7999877929688
1980-01-17,33366.80859375,0.0,245.2400054931641,27.600000381469727,6.889999866485596,-2.630000114440918,503.2300109863281
1980-01-18,33466.41015625,0.0,204.75999450683597,25.25,6.789999961853027,-0.3899999856948852,593.5700073242188
1980-01-19,33568.921875,0.0,51.11000061035156,22.32999992370605,2.289999961853028,0.9399999976158142,653.8300170898438
1980-01-20,33674.26171875,0.0,120.43000030517578,20.920000076293945,1.100000023841858,-2.650000095367432,502.739990234375
1980-01-21,33782.37890625,0.0,188.3699951171875,20.690000534057617,0.6299999952316284,-5.449999809265137,407.2099914550781
1980-01-22,33893.2109375,0.0,209.22000122070312,20.07999992370605,2.369999885559082,-4.550000190734863,435.9299926757813
1980-01-23,34006.69140625,0.25,173.17999267578125,19.71999931335449,0.2399999946355819,-5.139999866485596,416.7099914550781
1980-01-24,34122.76171875,0.0,213.52999877929688,19.71999931335449,-5.380000114440918,-12.119999885559082,241.25
1980-01-25,34241.3515625,0.4600000083446502,250.16000366210935,20.18000030517578,-5.0,-13.350000381469728,218.3300018310547
1980-01-26,34362.3984375,0.0,255.94000244140625,20.18000030517578,-2.759999990463257,-11.350000381469728,256.8099975585937
1980-01-27,34485.8515625,0.5899999737739563,149.5500030517578,20.770000457763672,-1.75,-6.099999904632568,387.3800048828125
1980-01-28,34611.62109375,0.0,189.27999877929688,20.770000457763672,-1.940000057220459,-7.53000020980835,347.0899963378906
1980-01-29,34739.671875,0.4799999892711639,250.2400054931641,21.26000022888184,-3.069999933242798,-10.949999809265137,265.0799865722656
1980-01-30,34869.921875,0.0,198.6999969482422,21.26000022888184,-7.349999904632568,-13.039999961853027,223.9600067138672
1980-01-31,35002.30859375,0.0,177.61000061035156,21.26000022888184,-9.229999542236328,-14.109999656677246,205.2899932861328
1980-02-01,35136.78125,1.2400000095367432,188.52999877929688,22.5,-9.710000038146973,-14.84000015258789,193.25
1980-02-02,35273.26953125,0.0,199.63999938964844,22.5,-8.90999984741211,-14.359999656677246,200.97999572753903
1980-02-03,35411.71875,0.2000000029802322,210.94000244140625,22.700000762939453,-7.539999961853027,-13.229999542236328,220.4900054931641
